state,as_of_date,enumerated,type,finished
Missouri,2020-10-17,99.77335080974574,forecast,2020-10-02
Montana,2020-10-17,99.01842862766978,forecast,2020-10-17
Nebraska,2020-10-17,99.70895164175236,forecast,2020-10-04
Nevada,2020-10-17,99.60980187926448,forecast,2020-10-07
New Hampshire,2020-10-17,99.76019526753343,forecast,2020-10-02
New Jersey,2020-10-17,99.66449298483244,forecast,2020-10-06
New Mexico,2020-10-17,99.22759603259863,forecast,2020-10-15
New York,2020-10-17,99.65627669422614,forecast,2020-10-06
North Carolina,2020-10-17,99.26750470565679,forecast,2020-10-14
North Dakota,2020-10-17,99.72433869458189,forecast,2020-10-04
Ohio,2020-10-17,99.74506638412353,forecast,2020-10-03
Oklahoma,2020-10-17,99.47112306803963,forecast,2020-10-11
Oregon,2020-10-17,99.80125459360399,forecast,2020-09-30
Pennsylvania,2020-10-17,99.71574169258908,forecast,2020-10-04
Rhode Island,2020-10-17,99.71574169258908,forecast,2020-10-04
South Carolina,2020-10-17,99.08756490515736,forecast,2020-10-17
South Dakota,2020-10-17,99.52031820314556,forecast,2020-10-10
Tennessee,2020-10-17,99.68656612550939,forecast,2020-10-05
Texas,2020-10-17,99.61879809499128,forecast,2020-10-07
Utah,2020-10-17,99.77460727568469,forecast,2020-10-01
Vermont,2020-10-17,99.86565707164925,forecast,2020-09-26
Virginia,2020-10-17,99.64033727357076,forecast,2020-10-06
Washington,2020-10-17,99.88446747906615,forecast,2020-09-24
West Virginia,2020-10-17,99.98705854060823,forecast,2020-09-12
Wisconsin,2020-10-17,99.8712933265924,forecast,2020-09-25
Wyoming,2020-10-17,99.453239471148,forecast,2020-10-11
Puerto Rico,2020-10-17,99.81150943132052,forecast,2020-09-30
U.S. Total,2020-10-18,99.65158711963527,forecast,2020-10-07
Alabama,2020-10-18,98.95822408534005,forecast,2020-10-19
Alaska,2020-10-18,99.76770597086613,forecast,2020-10-03
Arizona,2020-10-18,99.34193306783924,forecast,2020-10-14
Arkansas,2020-10-18,99.85855156242398,forecast,2020-09-27
California,2020-10-18,99.78092388558679,forecast,2020-10-02
Colorado,2020-10-18,99.62952485084017,forecast,2020-10-08
Connecticut,2020-10-18,99.87007672253563,forecast,2020-09-27
Delaware,2020-10-18,99.54864147514155,forecast,2020-10-10
District of Columbia,2020-10-18,99.54814141988906,forecast,2020-10-10
Florida,2020-10-18,99.39445378283136,forecast,2020-10-13
Georgia,2020-10-18,99.18957371303847,forecast,2020-10-16
Hawaii,2020-10-18,99.95157077981128,forecast,2020-09-17
Idaho,2020-10-18,99.98760407363578,forecast,2020-09-11
Illinois,2020-10-18,99.78035292043296,forecast,2020-10-02
Indiana,2020-10-18,99.89532539818568,forecast,2020-09-24
Iowa,2020-10-18,99.52589729154016,forecast,2020-10-10
Kansas,2020-10-18,99.88903082397519,forecast,2020-09-25
Kentucky,2020-10-18,99.48527152610474,forecast,2020-10-11
Louisiana,2020-10-18,99.1160669289599,forecast,2020-10-17
Maine,2020-10-18,99.90788311690952,forecast,2020-09-23
Maryland,2020-10-18,99.74770202192283,forecast,2020-10-04
Massachusetts,2020-10-18,99.76049589900643,forecast,2020-10-03
Michigan,2020-10-18,99.68035731415885,forecast,2020-10-06
Minnesota,2020-10-18,99.84520372385202,forecast,2020-09-28
Mississippi,2020-10-18,99.15848344507009,forecast,2020-10-17
Missouri,2020-10-18,99.79347942237851,forecast,2020-10-02
Montana,2020-10-18,99.10535684773582,forecast,2020-10-17
Nebraska,2020-10-18,99.73479685276438,forecast,2020-10-04
Nevada,2020-10-18,99.64444439979499,forecast,2020-10-07
New Hampshire,2020-10-18,99.78149181408313,forecast,2020-10-02
New Jersey,2020-10-18,99.6942835784968,forecast,2020-10-06
New Mexico,2020-10-18,99.29607758556736,forecast,2020-10-15
New York,2020-10-18,99.68679630883979,forecast,2020-10-06
North Carolina,2020-10-18,99.33245996126799,forecast,2020-10-14
North Dakota,2020-10-18,99.7488181886859,forecast,2020-10-04
Ohio,2020-10-18,99.76770597086613,forecast,2020-10-03
Oklahoma,2020-10-18,99.5180592806033,forecast,2020-10-11
Oregon,2020-10-18,99.818905731265275,forecast,2020-09-30
Pennsylvania,2020-10-18,99.74098424903714,forecast,2020-10-04
Rhode Island,2020-10-18,99.74098424903714,forecast,2020-10-04
South Carolina,2020-10-18,99.1684029349843,forecast,2020-10-17
South Dakota,2020-10-18,99.56289501753757,forecast,2020-10-10
Tennessee,2020-10-18,99.71439801572214,forecast,2020-10-05
Texas,2020-10-18,99.65264264003258,forecast,2020-10-07
Utah,2020-10-18,99.79462433727828,forecast,2020-10-01
Vermont,2020-10-18,99.87758923550531,forecast,2020-09-26
Virginia,2020-10-18,99.67227106294447,forecast,2020-10-06
Washington,2020-10-18,99.89472907613377,forecast,2020-09-24
West Virginia,2020-10-18,99.98820804770435,forecast,2020-09-12
Wisconsin,2020-10-18,99.88272493801756,forecast,2020-09-25
Wyoming,2020-10-18,99.50175991800916,forecast,2020-10-11
Puerto Rico,2020-10-18,99.82825001350662,forecast,2020-09-30
U.S. Total,2020-10-19,99.68252281715257,forecast,2020-10-07
Alabama,2020-10-19,99.05044951686418,forecast,2020-10-19
Alaska,2020-10-19,99.78833573393439,forecast,2020-10-03
Arizona,2020-10-19,99.40030688105718,forecast,2020-10-14
Arkansas,2020-10-19,99.87111475225188,forecast,2020-09-27
California,2020-10-19,99.80038013972481,forecast,2020-10-02
Colorado,2020-10-19,99.66241785315083,forecast,2020-10-08
Connecticut,2020-10-19,99.88161638041957,forecast,2020-09-27
Delaware,2020-10-19,99.5887075623854,forecast,2020-10-10
District of Columbia,2020-10-19,99.58825183998565,forecast,2020-10-10
Florida,2020-10-19,99.44817974150631,forecast,2020-10-13
Georgia,2020-10-19,99.26141302010467,forecast,2020-10-16
Hawaii,2020-10-19,99.95587240884494,forecast,2020-09-17
Idaho,2020-10-19,99.98870512456799,forecast,2020-09-11
Illinois,2020-10-19,99.79985986715705,forecast,2020-10-02
Indiana,2020-10-19,99.90462266372813,forecast,2020-09-24
Iowa,2020-10-19,99.56797959432751,forecast,2020-10-10
Kansas,2020-10-19,99.8988871362962,forecast,2020-09-25
Kentucky,2020-10-19,99.53095418790066,forecast,2020-10-11
Louisiana,2020-10-19,99.19439213066318,forecast,2020-10-17
Maine,2020-10-19,99.916065060291,forecast,2020-09-23
Maryland,2020-10-19,99.77010764127249,forecast,2020-10-04
Massachusetts,2020-10-19,99.781765756588,forecast,2020-10-03
Michigan,2020-10-19,99.70874018158507,forecast,2020-10-06
Minnesota,2020-10-19,99.85895227608725,forecast,2020-09-28
Mississippi,2020-10-19,99.2330669201104,forecast,2020-10-17
Missouri,2020-10-19,99.8118209162096,forecast,2020-10-02
Montana,2020-10-19,99.18462642298013,forecast,2020-10-17
Nebraska,2020-10-19,99.75834804483742,forecast,2020-10-04
Nevada,2020-10-19,99.67601381146852,forecast,2020-10-07
New Hampshire,2020-10-19,99.80089764512512,forecast,2020-10-02
New Jersey,2020-10-19,99.7214305852014,forecast,2020-10-06
New Mexico,2020-10-19,99.35850698822391,forecast,2020-10-15
New York,2020-10-19,99.71460777192885,forecast,2020-10-06
North Carolina,2020-10-19,99.39167179372943,forecast,2020-10-14
North Dakota,2020-10-19,99.77112472426768,forecast,2020-10-04
Ohio,2020-10-19,99.78833573393439,forecast,2020-10-03
Oklahoma,2020-10-19,99.56083631132579,forecast,2020-10-11
Oregon,2020-10-19,99.8349895551085,forecast,2020-09-30
Pennsylvania,2020-10-19,99.76398620397467,forecast,2020-10-04
Rhode Island,2020-10-19,99.76398620397467,forecast,2020-10-04
South Carolina,2020-10-19,99.24211101259239,forecast,2020-10-17
South Dakota,2020-10-19,99.60169736687284,forecast,2020-10-10
Tennessee,2020-10-19,99.7397598326511,forecast,2020-10-05
Texas,2020-10-19,99.6834846875059,forecast,2020-10-07
Utah,2020-10-19,99.81286417557641,forecast,2020-10-01
Vermont,2020-10-19,99.88846170307569,forecast,2020-09-26
Virginia,2020-10-19,99.70137148335486,forecast,2020-10-06
Washington,2020-10-19,99.90407930376634,forecast,2020-09-24
West Virginia,2020-10-19,99.98925545152659,forecast,2020-09-12
Wisconsin,2020-10-19,99.8931412944972,forecast,2020-09-25
Wyoming,2020-10-19,99.54598149833298,forecast,2020-10-11
Puerto Rico,2020-10-19,99.84350408365397,forecast,2020-09-30
U.S. Total,2020-10-20,99.71071351758088,forecast,2020-10-07
Alabama,2020-10-20,99.13455794335418,forecast,2020-10-19
Alaska,2020-10-20,99.80713392376389,forecast,2020-10-03
Arizona,2020-10-20,99.45351469225538,forecast,2020-10-14
Arkansas,2020-10-20,99.8825622228623,forecast,2020-09-27
California,2020-10-20,99.81810892100334,forecast,2020-10-02
Colorado,2020-10-20,99.69239257414512,forecast,2020-10-08
Connecticut,2020-10-20,99.8921311903567,forecast,2020-09-27
Delaware,2020-10-20,99.62522096933677,forecast,2020-10-10
District of Columbia,2020-10-20,99.62480566237275,forecast,2020-10-10
Florida,2020-10-20,99.49714835736454,forecast,2020-10-13
Georgia,2020-10-20,99.32690665783167,forecast,2020-10-16
Hawaii,2020-10-20,99.95979195907086,forecast,2020-09-17
Idaho,2020-10-20,99.98970837626221,forecast,2020-09-11
Illinois,2020-10-20,99.81763484382779,forecast,2020-10-02
Indiana,2020-10-20,99.91309418886432,forecast,2020-09-24
Iowa,2020-10-20,99.60633110281825,forecast,2020-10-10
Kansas,2020-10-20,99.90786806631431,forecast,2020-09-25
Kentucky,2020-10-20,99.57258824348574,forecast,2020-10-11
Louisiana,2020-10-20,99.26580602679037,forecast,2020-10-17
Maine,2020-10-20,99.923520305837215,forecast,2020-09-23
Maryland,2020-10-20,99.79052418481649,forecast,2020-10-04
Massachusetts,2020-10-20,99.80114726581327,forecast,2020-10-03
Michigan,2020-10-20,99.73460416050457,forecast,2020-10-06
Minnesota,2020-10-20,99.87147987964873,forecast,2020-09-28
Mississippi,2020-10-20,99.30106518647908,forecast,2020-10-17
Missouri,2020-10-20,99.82853384026899,forecast,2020-10-02
Montana,2020-10-20,99.25690248700951,forecast,2020-10-17
Nebraska,2020-10-20,99.77980858031098,forecast,2020-10-04
Nevada,2020-10-20,99.70478211440006,forecast,2020-10-07
New Hampshire,2020-10-20,99.81858047662209,forecast,2020-10-02
New Jersey,2020-10-20,99.74616820434362,forecast,2020-10-06
New Mexico,2020-10-20,99.4154143914019,forecast,2020-10-15
New York,2020-10-20,99.73995097162049,forecast,2020-10-06
North Carolina,2020-10-20,99.44564401702367,forecast,2020-10-14
North Dakota,2020-10-20,99.79145097085204,forecast,2020-10-04
Ohio,2020-10-20,99.80713392376389,forecast,2020-10-03
Oklahoma,2020-10-20,99.5998211973996,forecast,2020-10-11
Oregon,2020-10-20,99.84964515194633,forecast,2020-09-30
Pennsylvania,2020-10-20,99.78494620238627,forecast,2020-10-04
Rhode Island,2020-10-20,99.78494620238627,forecast,2020-10-04
South Carolina,2020-10-20,99.30931026094893,forecast,2020-10-17
South Dakota,2020-10-20,99.63705872329096,forecast,2020-10-10
Tennessee,2020-10-20,99.76287047677054,forecast,2020-10-05
Texas,2020-10-20,99.7115900306561,forecast,2020-10-07
Utah,2020-10-20,99.82948446378447,forecast,2020-10-01
Vermont,2020-10-20,99.8983685609914,forecast,2020-09-26
Virginia,2020-10-20,99.72788944924079,forecast,2020-10-06
Washington,2020-10-20,99.91259908802421,forecast,2020-09-24
West Virginia,2020-10-20,99.99020982122538,forecast,2020-09-12
Wisconsin,2020-10-20,99.90263253998074,forecast,2020-09-25
Wyoming,2020-10-20,99.58628340610309,forecast,2020-10-11
Puerto Rico,2020-10-20,99.85740357022675,forecast,2020-09-30
U.S. Total,2020-10-21,99.73640235446962,forecast,2020-10-07
Alabama,2020-10-21,99.21125229155918,forecast,2020-10-19
Alaska,2020-10-21,99.82426302349361,forecast,2020-10-03
Arizona,2020-10-21,99.50201076055944,forecast,2020-10-14
Arkansas,2020-10-21,99.89299303045047,forecast,2020-09-27
California,2020-10-21,99.83426349882866,forecast,2020-10-02
Colorado,2020-10-21,99.71970740037551,forecast,2020-10-08
Connecticut,2020-10-21,99.90171214738862,forecast,2020-09-27
Delaware,2020-10-21,99.65849576636103,forecast,2020-10-10
District of Columbia,2020-10-21,99.6581173004238,forecast,2020-10-10
Florida,2020-10-21,99.54177860338876,forecast,2020-10-13
Georgia,2020-10-21,99.3866097065827,forecast,2020-10-16
Hawaii,2020-10-21,99.963363366275,forecast,2020-09-17
Idaho,2020-10-21,99.99062251557298,forecast,2020-09-11
Illinois,2020-10-21,99.83383151796855,forecast,2020-10-02
Indiana,2020-10-21,99.92081330020366,forecast,2020-09-24
Iowa,2020-10-21,99.64128147171225,forecast,2020-10-10
Kansas,2020-10-21,99.91605134643942,forecast,2020-09-25
Kentucky,2020-10-21,99.61053109497357,forecast,2020-10-11
Louisiana,2020-10-21,99.33091141582739,forecast,2020-10-17
Maine,2020-10-21,99.93031338877951,forecast,2020-09-23
Maryland,2020-10-21,99.80912806835356,forecast,2020-10-04
Massachusetts,2020-10-21,99.81880793322782,forecast,2020-10-03
Michigan,2020-10-21,99.7581724570417,forecast,2020-10-06
Minnesota,2020-10-21,99.88289492329177,forecast,2020-09-28
Mississippi,2020-10-21,99.36305358602179,forecast,2020-10-17
Missouri,2020-10-21,99.84376270677056,forecast,2020-10-02
Montana,2020-10-21,99.32279473603934,forecast,2020-10-17
Nebraska,2020-10-21,99.79936385563383,forecast,2020-10-04
Nevada,2020-10-21,99.73099738311514,forecast,2020-10-07
New Hampshire,2020-10-21,99.8346931819702,forecast,2020-10-02
New Jersey,2020-10-21,99.76870998209496,forecast,2020-10-06
New Mexico,2020-10-21,99.46728465041977,forecast,2020-10-15
New York,2020-10-21,99.76304464872874,forecast,2020-10-06
North Carolina,2020-10-21,99.49483722770309,forecast,2020-10-14
North Dakota,2020-10-21,99.80997256720977,forecast,2020-10-04
Ohio,2020-10-21,99.82426302349361,forecast,2020-10-03
Oklahoma,2020-10-21,99.63534895599823,forecast,2020-10-11
Oregon,2020-10-21,99.8629992854791,forecast,2020-09-30
Pennsylvania,2020-10-21,99.80404533572356,forecast,2020-10-04
Rhode Island,2020-10-21,99.80404533572356,forecast,2020-10-04
South Carolina,2020-10-21,99.37056956967912,forecast,2020-10-17
South Dakota,2020-10-21,99.66928337327171,forecast,2020-10-10
Tennessee,2020-10-21,99.78392952673107,forecast,2020-10-05
Texas,2020-10-21,99.7372010726559,forecast,2020-10-07
Utah,2020-10-21,99.84462891532421,forecast,2020-10-01
Vermont,2020-10-21,99.90739554837259,forecast,2020-09-26
Virginia,2020-10-21,99.75205377163783,forecast,2020-10-06
Washington,2020-10-21,99.92036217293078,forecast,2020-09-24
West Virginia,2020-10-21,99.99107942040466,forecast,2020-09-12
Wisconsin,2020-10-21,99.91128081995137,forecast,2020-09-25
Wyoming,2020-10-21,99.62301179611417,forecast,2020-10-11
Puerto Rico,2020-10-21,99.87006870984273,forecast,2020-09-30
U.S. Total,2020-10-22,99.75981103242478,forecast,2020-10-07
Alabama,2020-10-22,99.28117739013322,forecast,2020-10-19
Alaska,2020-10-22,99.83987113353064,forecast,2020-10-03
Arizona,2020-10-22,99.546210111304,forecast,2020-10-14
Arkansas,2020-10-22,99.90249744389172,forecast,2020-09-27
California,2020-10-22,99.84898357028344,forecast,2020-10-02
Colorado,2020-10-22,99.74459796831674,forecast,2020-10-08
Connecticut,2020-10-22,99.91044217273537,forecast,2020-09-27
Delaware,2020-10-22,99.68881848926782,forecast,2020-10-10
District of Columbia,2020-10-22,99.68847360368986,forecast,2020-10-10
Florida,2020-10-22,99.58245310849055,forecast,2020-10-13
Georgia,2020-10-22,99.44103001137853,forecast,2020-10-16
Hawaii,2020-10-22,99.96661755239317,forecast,2020-09-17
Idaho,2020-10-22,99.99145545776419,forecast,2020-09-11
Illinois,2020-10-22,99.84858994974292,forecast,2020-10-02
Indiana,2020-10-22,99.92784681576377,forecast,2020-09-24
Iowa,2020-10-22,99.67313149420892,forecast,2020-10-10
Kansas,2020-10-22,99.92350781002042,forecast,2020-09-25
Kentucky,2020-10-22,99.64510893508374,forecast,2020-10-11
Louisiana,2020-10-22,99.39026022794941,forecast,2020-10-17
Maine,2020-10-22,99.93650311519244,forecast,2020-09-23
Maryland,2020-10-22,99.82608010133514,forecast,2020-10-04
Massachusetts,2020-10-22,99.83490044120711,forecast,2020-10-03
Michigan,2020-10-22,99.7796485804157,forecast,2020-10-06
Minnesota,2020-10-22,99.89329618298137,forecast,2020-09-28
Mississippi,2020-10-22,99.41955866932757,forecast,2020-10-17
Missouri,2020-10-22,99.85763922670162,forecast,2020-10-02
Montana,2020-10-22,99.3828614821017,forecast,2020-10-17
Nebraska,2020-10-22,99.81718287345733,forecast,2020-10-04
Nevada,2020-10-22,99.75488583478048,forecast,2020-10-07
New Hampshire,2020-10-22,99.84937509709448,forecast,2020-10-02
New Jersey,2020-10-22,99.78925060963705,forecast,2020-10-06
New Mexico,2020-10-22,99.51456091631775,forecast,2020-10-15
New York,2020-10-22,99.78408823615815,forecast,2020-10-06
North Carolina,2020-10-22,99.53967227403179,forecast,2020-10-14
North Dakota,2020-10-22,99.8268496139442,forecast,2020-10-04
Ohio,2020-10-22,99.83987113353064,forecast,2020-10-03
Oklahoma,2020-10-22,99.66772528753911,forecast,2020-10-11
Oregon,2020-10-22,99.87516748331467,forecast,2020-09-30
Pennsylvania,2020-10-22,99.82144867898775,forecast,2020-10-04
Rhode Island,2020-10-22,99.82144867898775,forecast,2020-10-04
South Carolina,2020-10-22,99.426409530552,forecast,2020-10-17
South Dakota,2020-10-22,99.69864890465232,forecast,2020-10-10
Tennessee,2020-10-22,99.80311892601087,forecast,2020-10-05
Texas,2020-10-22,99.76053885109921,forecast,2020-10-07
Utah,2020-10-22,99.85842851276608,forecast,2020-10-01
Vermont,2020-10-22,99.91562079594635,forecast,2020-09-26
Virginia,2020-10-22,99.77407307685193,forecast,2020-10-06
Washington,2020-10-22,99.92743575691951,forecast,2020-09-24
West Virginia,2020-10-22,99.99187177867141,forecast,2020-09-12
Wisconsin,2020-10-22,99.91916098982236,forecast,2020-09-25
Wyoming,2020-10-22,99.65648256312863,forecast,2020-10-11
Puerto Rico,2020-10-22,99.88160907933191,forecast,2020-09-30
U.S. Total,2020-10-23,99.78114168991718,forecast,2020-10-07
Alabama,2020-10-23,99.3449240950855,forecast,2020-10-19
Alaska,2020-10-23,99.85409323700796,forecast,2020-10-03
Arizona,2020-10-23,99.5864917515737,forecast,2020-10-14
Arkansas,2020-10-23,99.91115772253396,forecast,2020-09-27
California,2020-10-23,99.8623964555434,forecast,2020-10-02
Colorado,2020-10-23,99.76727913635077,forecast,2020-10-08
Connecticut,2020-10-23,99.91839682882622,forecast,2020-09-27
Delaware,2020-10-23,99.71645049714074,forecast,2020-10-10
District of Columbia,2020-10-23,99.71613621803847,forecast,2020-10-10
Florida,2020-10-23,99.61952117517359,forecast,2020-10-13
Georgia,2020-10-23,99.4906318799044,forecast,2020-10-16
Hawaii,2020-10-23,99.96958269310254,forecast,2020-09-17
Idaho,2020-10-23,99.99221441504284,forecast,2020-09-11
Illinois,2020-10-23,99.8620377904041,forecast,2020-10-02
Indiana,2020-10-23,99.93425562198071,forecast,2020-09-24
Iowa,2020-10-23,99.7021555638385,forecast,2020-10-10
Kansas,2020-10-23,99.9303020028266,forecast,2020-09-25
Kentucky,2020-10-23,99.67661938931445,forecast,2020-10-11
Louisiana,2020-10-23,99.44435740159294,forecast,2020-10-17
Maine,2020-10-23,99.94214307012408,forecast,2020-09-23
Maryland,2020-10-23,99.8415268576224,forecast,2020-10-04
Massachusetts,2020-10-23,99.84956395146767,forecast,2020-10-03
Michigan,2020-10-23,99.799218061121,forecast,2020-10-06
Minnesota,2020-10-23,99.90277367215874,forecast,2020-09-28
Mississippi,2020-10-23,99.47106197384258,forecast,2020-10-17
Missouri,2020-10-23,99.87028343838895,forecast,2020-10-02
Montana,2020-10-23,99.43761355244906,forecast,2020-10-17
Nebraska,2020-10-23,99.83341968084743,forecast,2020-10-04
Nevada,2020-10-23,99.7766537275284,forecast,2020-10-07
New Hampshire,2020-10-23,99.86275321284828,forecast,2020-10-02
New Jersey,2020-10-23,99.8079675704725,forecast,2020-10-06
New Mexico,2020-10-23,99.5576480115216,forecast,2020-10-15
New York,2020-10-23,99.80326354438405,forecast,2020-10-06
North Carolina,2020-10-23,99.58053350559844,forecast,2020-10-14
North Dakota,2020-10-23,99.84222803839609,forecast,2020-10-04
Ohio,2020-10-23,99.85409323700796,forecast,2020-10-03
Oklahoma,2020-10-23,99.69722907286123,forecast,2020-10-11
Oregon,2020-10-23,99.8862550292749,forecast,2020-09-30
Pennsylvania,2020-10-23,99.83730669664854,forecast,2020-10-04
Rhode Island,2020-10-23,99.83730669664854,forecast,2020-10-04
South Carolina,2020-10-23,99.47730619075324,forecast,2020-10-17
South Dakota,2020-10-23,99.72540849822522,forecast,2020-10-10
Tennessee,2020-10-23,99.82060452693588,forecast,2020-10-05
Texas,2020-10-23,99.78180489554738,forecast,2020-10-07
Utah,2020-10-23,99.87100263028451,forecast,2020-10-01
Vermont,2020-10-23,99.92311550008249,forecast,2020-09-26
Virginia,2020-10-23,99.79413756553707,forecast,2020-10-06
Washington,2020-10-23,99.93388107311151,forecast,2020-09-24
West Virginia,2020-10-23,99.99259375683032,forecast,2020-09-12
Wisconsin,2020-10-23,99.92634126091166,forecast,2020-09-25
Wyoming,2020-10-23,99.68698391172036,forecast,2020-10-11
Puerto Rico,2020-10-23,99.89212453769402,forecast,2020-09-30
U.S. Total,2020-10-24,99.80057860647848,forecast,2020-10-07
Alabama,2020-10-24,99.40303329297774,forecast,2020-10-19
Alaska,2020-10-24,99.86705235577405,forecast,2020-10-03
Arizona,2020-10-24,99.6232016649018,forecast,2020-10-14
Arkansas,2020-10-24,99.91904882556794,forecast,2020-09-27
California,2020-10-24,99.8746181895753,forecast,2020-10-02
Colorado,2020-10-24,99.78794679341948,forecast,2020-10-08
Connecticut,2020-10-24,99.92564497133375,forecast,2020-09-27
Delaware,2020-10-24,99.7416301420129,forecast,2020-10-10
District of Columbia,2020-10-24,99.74134375750312,forecast,2020-10-10
Florida,2020-10-24,99.65330157988839,forecast,2020-10-13
Georgia,2020-10-24,99.53583957093544,forecast,2020-10-16
Hawaii,2020-10-24,99.97228446167142,forecast,2020-09-17
Idaho,2020-10-24,99.99290595900565,forecast,2020-09-11
Illinois,2020-10-24,99.8742913767755,forecast,2020-10-02
Indiana,2020-10-24,99.94009519973656,forecast,2020-09-24
Iowa,2020-10-24,99.72860394224237,forecast,2020-10-10
Kansas,2020-10-24,99.93649274053588,forecast,2020-09-25
Kentucky,2020-10-24,99.705333954833307,forecast,2020-10-11
Louisiana,2020-10-24,99.49366456846158,forecast,2020-10-17
Maine,2020-10-24,99.94728208077603,forecast,2020-09-23
Maryland,2020-10-24,99.85560192824428,forecast,2020-10-04
Massachusetts,2020-10-24,99.86292529601083,forecast,2020-10-03
Michigan,2020-10-24,99.81705002410897,forecast,2020-10-06
Minnesota,2020-10-24,99.91140941735436,forecast,2020-09-28
Mississippi,2020-10-24,99.51800359896754,forecast,2020-10-17
Missouri,2020-10-24,99.88180473788529,forecast,2020-10-02
Montana,2020-10-24,99.48751800074788,forecast,2020-10-17
Nebraska,2020-10-24,99.84821468411027,forecast,2020-10-04
Nevada,2020-10-24,99.7964891006285,forecast,2020-10-07
New Hampshire,2020-10-24,99.87494326394274,forecast,2020-10-02
New Jersey,2020-10-24,99.8250226480838,forecast,2020-10-06
New Mexico,2020-10-24,99.59691558456232,forecast,2020-10-15
New York,2020-10-24,99.82073630439,forecast,2020-10-06
North Carolina,2020-10-24,99.61777180183206,forecast,2020-10-14
North Dakota,2020-10-24,99.85624084201973,forecast,2020-10-04
Ohio,2020-10-24,99.86705235577405,forecast,2020-10-03
Oklahoma,2020-10-24,99.72411467443804,forecast,2020-10-11
Oregon,2020-10-24,99.89635786895452,forecast,2020-09-30
Pennsylvania,2020-10-24,99.85175652774791,forecast,2020-10-04
Rhode Island,2020-10-24,99.85175652774791,forecast,2020-10-04
South Carolina,2020-10-24,99.5236946008814,forecast,2020-10-17
South Dakota,2020-10-24,99.74979303513079,forecast,2020-10-10
Tennessee,2020-10-24,99.83653750299635,forecast,2020-10-05
Texas,2020-10-24,99.80118292984203,forecast,2020-10-07
Utah,2020-10-24,99.88246005844218,forecast,2020-10-01
Vermont,2020-10-24,99.9299445373897,forecast,2020-09-26
Virginia,2020-10-24,99.81242062373126,forecast,2020-10-06
Washington,2020-10-24,99.93975391832475,forecast,2020-09-24
West Virginia,2020-10-24,99.99325160628807,forecast,2020-09-12
Wisconsin,2020-10-24,99.9328837894174,forecast,2020-09-25
Wyoming,2020-10-24,99.71477872637581,forecast,2020-10-11
Puerto Rico,2020-10-24,99.90170608557598,forecast,2020-09-30
U.S. Total,2020-10-25,99.81828976572139,forecast,2020-10-07
Alabama,2020-10-25,99.45599973613805,forecast,2020-10-19
Alaska,2020-10-25,99.87886060592466,forecast,2020-10-03
Arizona,2020-10-25,99.65665558927026,forecast,2020-10-14
Arkansas,2020-10-25,99.92623905889137,forecast,2020-09-27
California,2020-10-25,99.88575451873027,forecast,2020-10-02
Colorado,2020-10-25,99.80677951599033,forecast,2020-10-08
Connecticut,2020-10-25,99.93224934368156,forecast,2020-09-27
Delaware,2020-10-25,99.76457476196582,forecast,2020-10-10
District of Columbia,2020-10-25,99.76431379941639,forecast,2020-10-10
Florida,2020-10-25,99.68408516322651,forecast,2020-10-13
Georgia,2020-10-25,99.57704056368588,forecast,2020-10-16
Hawaii,2020-10-25,99.9747462511696,forecast,2020-09-17
Idaho,2020-10-25,99.9935360775394,forecast,2020-09-11
Illinois,2020-10-25,99.88545673039422,forecast,2020-10-02
Indiana,2020-10-25,99.945416103867,forecast,2020-09-24
Iowa,2020-10-25,99.75270484420298,forecast,2020-10-10
Kansas,2020-10-25,99.94213361694794,forecast,2020-09-25
Kentucky,2020-10-25,99.73150024658408,forecast,2020-10-11
Louisiana,2020-10-25,99.5386035280683,forecast,2020-10-17
Maine,2020-10-25,99.951964638681,forecast,2020-09-23
Maryland,2020-10-25,99.86842706572544,forecast,2020-10-04
Massachusetts,2020-10-25,99.87510006471678,forecast,2020-10-03
Michigan,2020-10-25,99.83329862800409,forecast,2020-10-06
Minnesota,2020-10-25,99.91927816556688,forecast,2020-09-28
Mississippi,2020-10-25,99.56078556490033,forecast,2020-10-17
Missouri,2020-10-25,99.89230281939521,forecast,2020-10-02
Montana,2020-10-25,99.53300160963381,forecast,2020-10-17
Nebraska,2020-10-25,99.8616958501324,forecast,2020-10-04
Nevada,2020-10-25,99.81456336802057,forecast,2020-10-07
New Hampshire,2020-10-25,99.88605072300342,forecast,2020-10-02
New Jersey,2020-10-25,99.84056330472777,forecast,2020-10-06
New Mexico,2020-10-25,99.6327010446849,forecast,2020-10-15
New York,2020-10-25,99.83665757898581,forecast,2020-10-06
North Carolina,2020-10-25,99.65170738293422,forecast,2020-10-14
North Dakota,2020-10-25,99.86900923976967,forecast,2020-10-04
Ohio,2020-10-25,99.87886060592466,forecast,2020-10-03
Oklahoma,2020-10-25,99.74861405280318,forecast,2020-10-11
Oregon,2020-10-25,99.90556343589878,forecast,2020-09-30
Pennsylvania,2020-10-25,99.86492315993338,forecast,2020-10-04
Rhode Island,2020-10-25,99.86492315993338,forecast,2020-10-04
South Carolina,2020-10-25,99.56597214566023,forecast,2020-10-17
South Dakota,2020-10-25,99.7720130317361,forecast,2020-10-10
Tennessee,2020-10-25,99.85105563983754,forecast,2020-10-05
Texas,2020-10-25,99.81884043060843,forecast,2020-10-07
Utah,2020-10-25,99.8928999394857,forecast,2020-10-01
